merchant_id,shopper_id,amoun,created_at,completed_at
5,43,427.4,31/01/2018 11:24:00,03/02/2018 00:57:43
12,41,180.77,31/01/2018 12:02:00,01/02/2018 17:00:45
14,150,224,31/01/2018 12:40:00,02/02/2018 07:22:29
9,60,144.01,31/01/2018 13:18:00,03/02/2018 02:57:15
4,4,382.77,31/01/2018 14:34:00,03/02/2018 02:13:59
10,129,411.19,31/01/2018 15:12:00,02/02/2018 17:05:45
11,219,137.82,31/01/2018 15:50:00,01/02/2018 17:27:53
6,174,261.04,31/01/2018 16:28:00,02/02/2018 23:48:53
5,58,257.33,31/01/2018 17:06:00,03/02/2018 10:06:16
2,187,60.04,31/01/2018 18:22:00,03/02/2018 10:17:38
11,32,403.66,31/01/2018 19:00:00,02/02/2018 22:00:51
9,117,317.41,31/01/2018 19:38:00,02/02/2018 00:10:27
12,6,207.13,31/01/2018 20:16:00,03/02/2018 11:38:04
3,272,419.27,31/01/2018 21:32:00,02/02/2018 13:46:41
13,178,190.32,31/01/2018 22:10:00,02/02/2018 23:22:25
7,148,109.92,31/01/2018 23:26:00,02/02/2018 04:46:24
4,6,448.26,01/02/2018 00:29:00,02/02/2018 20:39:47
3,34,188.42,01/02/2018 00:58:00,03/02/2018 12:18:32
4,12,249.25,01/02/2018 01:27:00,03/02/2018 18:24:28
8,117,166.2,01/02/2018 01:56:00,02/02/2018 07:21:04
3,11,215.4,01/02/2018 02:54:00,02/02/2018 18:05:43
12,364,344.02,01/02/2018 04:50:00,03/02/2018 17:18:59
4,334,187.49,01/02/2018 05:19:00,02/02/2018 20:37:55
12,143,251.93,01/02/2018 05:48:00,03/02/2018 01:54:46
13,235,309.95,01/02/2018 06:17:00,02/02/2018 13:26:34
2,95,438.6,01/02/2018 07:15:00,03/02/2018 22:21:03
12,70,325.65,01/02/2018 08:42:00,03/02/2018 15:13:33
12,391,96.87,01/02/2018 09:11:00,03/02/2018 19:19:08
3,365,200.56,01/02/2018 10:09:00,03/02/2018 10:54:34
14,24,265.23,01/02/2018 10:38:00,02/02/2018 16:21:35
3,326,73.62,01/02/2018 11:07:00,03/02/2018 02:40:22
2,261,91.52,01/02/2018 12:34:00,03/02/2018 00:23:53
8,63,347.04,01/02/2018 13:03:00,02/02/2018 15:41:46
12,15,171.93,01/02/2018 13:32:00,04/02/2018 03:49:26
5,167,397.18,01/02/2018 14:01:00,02/02/2018 14:46:56
5,140,288.73,01/02/2018 14:30:00,03/02/2018 22:53:13
9,326,70.54,01/02/2018 15:28:00,03/02/2018 13:40:11
9,201,51.15,01/02/2018 15:57:00,02/02/2018 21:27:49
12,169,289.82,01/02/2018 16:26:00,04/02/2018 08:02:41
1,40,150.44,01/02/2018 17:24:00,03/02/2018 01:49:51
9,251,234.04,01/02/2018 17:53:00,03/02/2018 07:16:14
11,264,365.54,01/02/2018 19:20:00,
4,116,223.7,02/02/2018 15:12:00,
6,321,427.87,02/02/2018 17:06:00,
7,340,258.03,03/02/2018 10:15:00,
9,87,275.73,03/02/2018 13:40:00,
8,23,256.91,03/02/2018 16:24:00,
1,97,219.72,03/02/2018 19:08:00,
2,86,125.08,04/02/2018 11:06:00,
9,336,204.5,04/02/2018 12:20:00,
9,247,327.27,04/02/2018 17:16:00,
10,352,340.58,04/02/2018 17:53:00,
12,380,320.45,04/02/2018 19:44:00,
6,164,128.99,04/02/2018 21:35:00,
9,314,354.38,04/02/2018 23:26:00,
8,118,198.2,05/02/2018 01:42:00,
10,179,93.1,05/02/2018 02:50:00,
14,64,171.18,05/02/2018 03:24:00,
5,270,334.05,05/02/2018 03:58:00,
7,390,139.95,05/02/2018 04:32:00,
1,234,290.21,01/02/2018 19:49:00,02/02/2018 21:13:01
14,302,52.46,01/02/2018 20:18:00,03/02/2018 21:18:09
6,398,148.06,01/02/2018 20:47:00,03/02/2018 04:38:30
1,368,300.22,01/02/2018 21:16:00,03/02/2018 03:50:15
7,43,231.58,01/02/2018 21:45:00,03/02/2018 14:52:17
7,352,268.09,01/02/2018 22:14:00,03/02/2018 14:05:09
8,105,350.72,01/02/2018 23:12:00,04/02/2018 09:02:18
11,388,82.99,01/02/2018 23:41:00,04/02/2018 15:46:00
12,307,293.83,02/02/2018 00:57:00,03/02/2018 15:51:03
2,277,217.04,02/02/2018 01:54:00,03/02/2018 22:45:32
11,225,284.89,02/02/2018 02:51:00,04/02/2018 02:37:25
13,103,248.22,02/02/2018 04:45:00,03/02/2018 10:06:55
1,395,258.51,02/02/2018 05:42:00,04/02/2018 19:18:54
1,205,209.2,02/02/2018 06:39:00,04/02/2018 03:16:00
2,226,322.93,02/02/2018 07:36:00,04/02/2018 00:35:57
7,6,57.44,02/02/2018 08:33:00,04/02/2018 16:02:55
2,42,426.13,02/02/2018 10:27:00,04/02/2018 15:25:08
9,43,368.68,02/02/2018 11:24:00,03/02/2018 13:40:31
10,126,449.03,02/02/2018 12:21:00,04/02/2018 01:16:08
14,173,404.43,02/02/2018 13:18:00,04/02/2018 09:17:22
7,84,263.75,02/02/2018 14:15:00,04/02/2018 07:46:02
4,371,181.45,02/02/2018 16:09:00,04/02/2018 11:15:53
1,360,142.14,02/02/2018 19:00:00,05/02/2018 12:09:44
9,56,442.54,02/02/2018 19:57:00,04/02/2018 12:00:53
5,245,361.96,02/02/2018 20:54:00,04/02/2018 14:41:14
3,98,342.53,02/02/2018 21:51:00,04/02/2018 07:00:56
8,140,331.97,02/02/2018 22:48:00,05/02/2018 16:16:21
12,379,125.66,03/02/2018 00:41:00,04/02/2018 01:33:12
1,400,338.72,03/02/2018 01:22:00,04/02/2018 22:32:07
14,390,447.91,03/02/2018 02:03:00,04/02/2018 02:46:16
12,341,96.18,03/02/2018 02:44:00,05/02/2018 09:22:35
13,212,402.34,03/02/2018 03:25:00,05/02/2018 00:18:22
2,390,266.09,03/02/2018 04:47:00,04/02/2018 22:30:13
6,377,151.36,03/02/2018 05:28:00,05/02/2018 20:16:24
9,164,340.71,03/02/2018 06:09:00,05/02/2018 00:18:34
4,395,247.94,03/02/2018 06:50:00,04/02/2018 13:28:34
13,236,232.54,03/02/2018 07:31:00,04/02/2018 11:07:29
8,261,258.59,03/02/2018 08:12:00,04/02/2018 17:24:09
7,286,125.46,03/02/2018 09:34:00,05/02/2018 02:02:37
12,274,252.69,03/02/2018 10:56:00,05/02/2018 21:17:48
2,285,158.67,03/02/2018 11:37:00,06/02/2018 00:05:57
5,310,257.66,03/02/2018 12:18:00,05/02/2018 20:59:16
13,52,133.12,03/02/2018 12:59:00,04/02/2018 21:32:33
8,227,71.27,03/02/2018 15:02:00,05/02/2018 12:52:25
4,130,330.49,03/02/2018 15:43:00,05/02/2018 19:07:19
9,375,165.96,03/02/2018 17:05:00,05/02/2018 20:19:42
2,45,127.32,03/02/2018 17:46:00,05/02/2018 00:31:15
13,244,59.07,03/02/2018 18:27:00,05/02/2018 21:32:32
14,142,359.96,03/02/2018 20:30:00,05/02/2018 19:28:36
7,281,262.38,03/02/2018 21:11:00,06/02/2018 00:58:52
6,166,249.65,03/02/2018 21:52:00,05/02/2018 03:58:09
3,156,34.47,03/02/2018 22:33:00,05/02/2018 00:37:51
12,202,178.99,03/02/2018 23:14:00,06/02/2018 06:46:02
12,73,105.19,03/02/2018 23:55:00,05/02/2018 14:47:57
1,46,119.26,04/02/2018 01:14:00,05/02/2018 03:35:31
5,197,191.71,04/02/2018 01:51:00,05/02/2018 14:47:05
11,90,450.18,04/02/2018 02:28:00,06/02/2018 12:31:13
12,153,370.32,04/02/2018 03:05:00,06/02/2018 19:17:32
5,2,366.29,04/02/2018 03:42:00,06/02/2018 04:58:28
13,159,199.32,04/02/2018 04:56:00,05/02/2018 08:35:51
4,374,119.45,04/02/2018 05:33:00,06/02/2018 11:45:58
9,12,208.9,04/02/2018 06:10:00,06/02/2018 14:04:39
8,335,86.6,04/02/2018 06:47:00,06/02/2018 17:00:49
5,274,273.58,04/02/2018 07:24:00,06/02/2018 11:49:02
6,345,119.21,04/02/2018 08:38:00,06/02/2018 13:38:01
1,357,274.97,04/02/2018 09:15:00,06/02/2018 10:26:55
5,328,181.46,04/02/2018 09:52:00,07/02/2018 00:36:46
14,111,174.5,04/02/2018 12:57:00,06/02/2018 10:45:44
7,382,413.1,04/02/2018 13:34:00,05/02/2018 20:17:02
8,336,355.74,04/02/2018 14:11:00,05/02/2018 22:17:45
12,44,374.79,04/02/2018 14:48:00,05/02/2018 20:22:46
13,357,183.99,04/02/2018 15:25:00,05/02/2018 21:29:20
11,88,85.05,04/02/2018 16:02:00,05/02/2018 23:09:46
12,311,287.57,04/02/2018 16:39:00,06/02/2018 09:51:18
6,397,37.37,04/02/2018 18:30:00,06/02/2018 00:15:34
11,268,102.84,04/02/2018 19:07:00,06/02/2018 23:57:58
6,181,312.38,04/02/2018 20:21:00,06/02/2018 00:46:14
14,367,244.53,04/02/2018 20:58:00,07/02/2018 02:10:09
3,112,31.32,04/02/2018 22:12:00,07/02/2018 11:16:10
14,119,51.74,04/02/2018 22:49:00,07/02/2018 13:30:39
5,32,77.51,05/02/2018 01:08:00,06/02/2018 20:38:39
12,238,345.78,05/02/2018 02:16:00,07/02/2018 15:47:20
9,378,27.3,05/02/2018 05:06:00,06/02/2018 12:56:50
4,71,391.93,05/02/2018 05:40:00,07/02/2018 17:41:34
12,106,216.11,05/02/2018 07:22:00,
10,218,366.01,05/02/2018 23:48:00,
7,352,446.14,06/02/2018 00:37:00,
3,228,287.26,06/02/2018 01:14:00,
12,34,178.1,06/02/2018 03:42:00,
4,163,341.92,06/02/2018 08:38:00,
12,19,446.04,06/02/2018 11:43:00,
6,259,337.17,06/02/2018 12:20:00,
12,79,44.03,06/02/2018 20:58:00,
3,101,417.77,07/02/2018 05:24:00,
12,64,36.62,07/02/2018 06:00:00,
1,57,383.31,07/02/2018 11:24:00,
4,278,327.19,07/02/2018 13:12:00,
5,268,386.63,07/02/2018 16:12:00,
8,104,323.98,07/02/2018 22:48:00,
12,54,185.14,08/02/2018 02:27:00,
1,351,70.53,08/02/2018 04:05:00,
4,299,134.22,08/02/2018 04:54:00,
10,369,432.68,08/02/2018 06:32:00,
10,257,259.24,08/02/2018 07:21:00,
13,391,96.57,05/02/2018 07:56:00,06/02/2018 12:30:12
7,40,343.96,05/02/2018 08:30:00,08/02/2018 01:00:21
12,201,441.93,05/02/2018 09:04:00,07/02/2018 03:24:54
6,392,214.13,05/02/2018 09:38:00,07/02/2018 09:29:27
7,73,104.03,05/02/2018 10:12:00,07/02/2018 20:43:38
7,207,356.28,05/02/2018 10:46:00,07/02/2018 22:59:09
8,94,422.85,05/02/2018 11:54:00,07/02/2018 23:58:17
8,343,178.96,05/02/2018 12:28:00,08/02/2018 00:22:08
5,134,252.76,05/02/2018 13:02:00,07/02/2018 19:17:10
7,347,430.48,05/02/2018 13:36:00,06/02/2018 18:24:25
2,74,277.3,05/02/2018 14:10:00,08/02/2018 07:28:29
4,70,392.46,05/02/2018 15:18:00,06/02/2018 20:13:54
2,23,361.93,05/02/2018 15:52:00,06/02/2018 20:17:29
12,290,185.17,05/02/2018 16:26:00,08/02/2018 05:13:45
12,76,133.27,05/02/2018 17:00:00,07/02/2018 00:13:51
3,65,334.05,05/02/2018 17:34:00,08/02/2018 06:35:59
14,118,443.11,05/02/2018 18:42:00,07/02/2018 10:48:49
14,304,133.4,05/02/2018 19:16:00,08/02/2018 12:11:03
6,372,231.45,05/02/2018 19:50:00,07/02/2018 11:38:28
9,278,297.59,05/02/2018 20:24:00,07/02/2018 05:36:55
10,155,291.92,05/02/2018 20:58:00,08/02/2018 12:41:43
12,57,349.85,05/02/2018 21:32:00,08/02/2018 09:30:07
6,88,90.96,05/02/2018 22:40:00,07/02/2018 13:37:20
11,188,228.99,05/02/2018 23:14:00,07/02/2018 23:34:03
6,57,308.93,06/02/2018 01:51:00,08/02/2018 18:52:04
10,327,341.26,06/02/2018 02:28:00,07/02/2018 17:46:20
2,271,152.26,06/02/2018 03:05:00,08/02/2018 19:04:29
14,322,253.54,06/02/2018 04:56:00,08/02/2018 00:05:51
1,54,86.05,06/02/2018 05:33:00,08/02/2018 21:44:08
1,67,308.74,06/02/2018 06:10:00,07/02/2018 15:33:35
3,230,330.8,06/02/2018 06:47:00,07/02/2018 09:25:38
10,336,200.3,06/02/2018 07:24:00,07/02/2018 23:59:51
10,251,100.37,06/02/2018 09:15:00,07/02/2018 13:37:55
7,100,48.88,06/02/2018 09:52:00,08/02/2018 04:57:22
4,353,423.82,06/02/2018 10:29:00,08/02/2018 11:13:22
3,106,386.76,06/02/2018 11:06:00,09/02/2018 01:43:50
14,383,142.12,06/02/2018 12:57:00,07/02/2018 19:33:01
13,319,388.63,06/02/2018 13:34:00,09/02/2018 03:13:27
14,358,90.02,06/02/2018 14:48:00,09/02/2018 07:51:08
5,93,52.98,06/02/2018 15:25:00,08/02/2018 10:49:09
5,94,67.5,06/02/2018 16:02:00,09/02/2018 03:54:30
12,103,420.92,06/02/2018 16:39:00,08/02/2018 08:02:00
5,101,102.03,06/02/2018 17:16:00,08/02/2018 13:20:53
12,52,254.66,06/02/2018 18:30:00,07/02/2018 20:38:07
3,326,295.41,06/02/2018 19:07:00,08/02/2018 18:50:10
13,30,236.28,06/02/2018 19:44:00,08/02/2018 19:06:51
14,120,380.24,06/02/2018 20:21:00,09/02/2018 13:01:06
14,184,304.73,06/02/2018 21:35:00,09/02/2018 14:22:05
2,180,252.48,06/02/2018 22:49:00,09/02/2018 09:06:52
7,394,445.6,06/02/2018 23:26:00,08/02/2018 07:45:57
14,396,207.94,07/02/2018 00:36:00,09/02/2018 11:14:33
6,65,231.64,07/02/2018 01:12:00,09/02/2018 08:09:45
4,210,243.6,07/02/2018 01:48:00,08/02/2018 09:32:36
14,262,113.74,07/02/2018 02:24:00,08/02/2018 03:02:58
9,63,335.81,07/02/2018 03:36:00,09/02/2018 18:55:52
12,76,158.56,07/02/2018 04:12:00,09/02/2018 19:43:21
14,5,393.42,07/02/2018 04:48:00,09/02/2018 19:28:29
3,382,307.16,07/02/2018 06:36:00,08/02/2018 19:22:34
14,108,70.17,07/02/2018 07:12:00,09/02/2018 21:02:45
11,308,177.63,07/02/2018 08:24:00,08/02/2018 15:16:21
14,312,75.04,07/02/2018 09:00:00,08/02/2018 09:47:24
11,76,96.8,07/02/2018 09:36:00,09/02/2018 19:55:32
5,287,343.44,07/02/2018 10:12:00,09/02/2018 03:13:03
11,100,196.65,07/02/2018 10:48:00,09/02/2018 04:39:29
3,10,113.49,07/02/2018 12:36:00,09/02/2018 14:03:30
13,194,355.82,07/02/2018 13:48:00,08/02/2018 20:14:22
14,82,241.16,07/02/2018 14:24:00,09/02/2018 12:24:04
13,236,188.76,07/02/2018 15:00:00,09/02/2018 11:58:09
10,263,88.83,07/02/2018 15:36:00,09/02/2018 22:59:10
8,338,34.17,07/02/2018 16:48:00,09/02/2018 23:15:52
5,32,178.36,07/02/2018 18:00:00,08/02/2018 19:45:09
12,178,43,07/02/2018 18:36:00,09/02/2018 04:03:57
14,14,157.09,07/02/2018 19:12:00,10/02/2018 10:01:08
4,132,87.6,07/02/2018 19:48:00,10/02/2018 11:46:28
14,40,291.21,07/02/2018 20:24:00,09/02/2018 18:33:14
11,357,25.99,07/02/2018 21:36:00,10/02/2018 04:15:05
10,341,382.25,07/02/2018 22:12:00,10/02/2018 03:59:59
2,108,186.87,07/02/2018 23:24:00,10/02/2018 06:10:28
1,126,244.38,08/02/2018 00:49:00,09/02/2018 08:55:18
11,21,149.58,08/02/2018 01:38:00,10/02/2018 16:04:19
11,270,49.25,08/02/2018 05:43:00,10/02/2018 09:54:50
4,339,272.94,08/02/2018 08:10:00,10/02/2018 08:50:05
8,33,219.52,08/02/2018 08:59:00,10/02/2018 09:55:22
7,103,151.3,08/02/2018 10:37:00,
12,151,175.93,08/02/2018 12:15:00,
9,58,65.74,08/02/2018 13:53:00,
11,118,400.36,09/02/2018 00:40:00,
7,122,73.54,09/02/2018 01:20:00,
12,340,64.42,09/02/2018 12:40:00,
12,171,116.63,09/02/2018 16:00:00,
9,243,180.46,09/02/2018 22:00:00,
4,236,78.18,10/02/2018 04:32:00,
4,399,166.47,10/02/2018 05:06:00,
12,101,330.03,10/02/2018 08:30:00,
9,297,358.03,10/02/2018 14:44:00,
2,252,353.79,10/02/2018 23:14:00,
9,268,232.57,11/02/2018 02:18:00,
5,178,63.9,11/02/2018 03:50:00,
6,74,54.97,11/02/2018 06:54:00,
10,127,191.79,11/02/2018 16:52:00,
6,58,307.64,08/02/2018 13:04:00,10/02/2018 08:49:23
12,297,306.38,08/02/2018 14:42:00,11/02/2018 07:11:01
10,267,59.41,08/02/2018 15:31:00,10/02/2018 15:48:03
5,319,397.33,08/02/2018 16:20:00,09/02/2018 22:21:16
8,339,325.24,08/02/2018 17:09:00,11/02/2018 11:21:37
7,394,137.64,08/02/2018 17:58:00,09/02/2018 19:20:45
1,201,144.73,08/02/2018 19:36:00,10/02/2018 23:42:06
2,234,188.58,08/02/2018 20:25:00,11/02/2018 04:11:21
10,295,379.24,08/02/2018 21:14:00,09/02/2018 22:42:15
7,246,424.16,08/02/2018 22:03:00,10/02/2018 08:40:23
5,76,123.53,08/02/2018 22:52:00,11/02/2018 11:26:12
10,288,121.64,09/02/2018 02:00:00,11/02/2018 19:09:20
9,162,252.02,09/02/2018 02:40:00,11/02/2018 09:38:32
6,79,321.96,09/02/2018 03:20:00,11/02/2018 09:04:28
7,305,321.24,09/02/2018 04:00:00,10/02/2018 14:09:00
9,292,138.8,09/02/2018 04:40:00,11/02/2018 15:53:47
10,196,151.41,09/02/2018 06:00:00,11/02/2018 12:58:56
12,315,222.71,09/02/2018 06:40:00,11/02/2018 01:22:25
7,167,344.19,09/02/2018 07:20:00,11/02/2018 22:32:43
3,177,321.78,09/02/2018 08:00:00,11/02/2018 20:37:16
2,125,30.89,09/02/2018 08:40:00,10/02/2018 20:33:31
12,7,61.1,09/02/2018 09:20:00,10/02/2018 23:13:06
4,169,33.27,09/02/2018 10:40:00,11/02/2018 18:57:00
4,47,222.03,09/02/2018 11:20:00,11/02/2018 01:05:50
3,290,245.41,09/02/2018 12:00:00,10/02/2018 18:19:52
7,30,405.55,09/02/2018 13:20:00,11/02/2018 00:56:26
14,15,58.79,09/02/2018 14:00:00,11/02/2018 19:42:23
3,330,175.71,09/02/2018 15:20:00,11/02/2018 06:06:06
8,172,348.62,09/02/2018 16:40:00,11/02/2018 09:59:12
13,354,100.88,09/02/2018 17:20:00,12/02/2018 10:46:25
8,3,392.69,09/02/2018 18:00:00,11/02/2018 19:54:47
2,272,379.29,09/02/2018 18:40:00,12/02/2018 10:28:34
6,377,437.36,09/02/2018 20:00:00,11/02/2018 11:23:45
14,375,260.75,09/02/2018 20:40:00,11/02/2018 09:32:08
14,237,86.91,09/02/2018 21:20:00,11/02/2018 02:53:37
14,386,347.09,09/02/2018 22:40:00,12/02/2018 00:51:28
8,147,369.22,09/02/2018 23:20:00,11/02/2018 06:12:15
9,24,395.81,10/02/2018 00:00:00,12/02/2018 02:48:15
1,129,188.93,10/02/2018 01:08:00,12/02/2018 05:15:33
1,50,136.6,10/02/2018 01:42:00,12/02/2018 16:22:39
9,111,333.22,10/02/2018 02:16:00,11/02/2018 05:05:06
1,159,132.06,10/02/2018 02:50:00,11/02/2018 07:07:23
3,162,74.58,10/02/2018 03:24:00,11/02/2018 05:09:36
2,379,129.2,10/02/2018 05:40:00,12/02/2018 00:24:16
1,351,394.25,10/02/2018 06:14:00,12/02/2018 12:20:28
6,1,395.34,10/02/2018 06:48:00,12/02/2018 21:05:14
5,67,135.94,10/02/2018 07:22:00,12/02/2018 19:17:49
2,40,168.27,10/02/2018 07:56:00,12/02/2018 15:35:48
8,210,311.06,10/02/2018 09:38:00,12/02/2018 21:11:20
13,94,86.45,10/02/2018 10:12:00,13/02/2018 01:25:35
8,47,147.86,10/02/2018 10:46:00,12/02/2018 18:10:24
5,193,406.52,10/02/2018 11:20:00,13/02/2018 00:21:16
2,310,119.55,10/02/2018 11:54:00,12/02/2018 12:45:01
10,338,442.35,10/02/2018 12:28:00,12/02/2018 05:55:38
11,47,223.61,10/02/2018 13:36:00,12/02/2018 11:36:02
12,221,319.51,10/02/2018 14:10:00,12/02/2018 07:25:25
3,102,31.99,10/02/2018 15:18:00,12/02/2018 22:09:19
13,360,55.97,10/02/2018 15:52:00,12/02/2018 14:01:02
7,160,146.88,10/02/2018 16:26:00,13/02/2018 01:26:09
9,135,129.09,10/02/2018 17:34:00,13/02/2018 01:02:28
7,227,199.48,10/02/2018 18:08:00,12/02/2018 18:03:05
1,321,364.17,10/02/2018 18:42:00,12/02/2018 08:10:49
2,306,438.37,10/02/2018 19:16:00,12/02/2018 06:57:55
9,374,227.16,10/02/2018 19:50:00,13/02/2018 02:53:23
11,237,314.17,10/02/2018 20:58:00,13/02/2018 00:52:51
3,23,245.6,10/02/2018 21:32:00,11/02/2018 22:46:15
3,327,352.12,10/02/2018 22:06:00,11/02/2018 22:25:20
4,49,207.96,10/02/2018 22:40:00,13/02/2018 01:07:19
5,51,42.41,10/02/2018 23:48:00,13/02/2018 11:58:00
10,302,165.69,11/02/2018 00:46:00,13/02/2018 02:28:54
13,7,337.15,11/02/2018 03:04:00,13/02/2018 15:58:54
4,24,406.76,11/02/2018 04:36:00,13/02/2018 11:47:57
4,256,230.29,11/02/2018 05:22:00,12/02/2018 09:15:16
12,51,213.6,11/02/2018 06:08:00,13/02/2018 08:11:55
12,122,179.21,11/02/2018 07:40:00,13/02/2018 01:45:43
6,286,376.35,11/02/2018 09:12:00,13/02/2018 14:32:05
4,165,56.14,11/02/2018 09:58:00,12/02/2018 12:45:09
11,148,274.56,11/02/2018 10:44:00,13/02/2018 04:56:27
12,59,163.51,11/02/2018 11:30:00,12/02/2018 12:01:43
1,395,418.7,11/02/2018 12:16:00,14/02/2018 02:41:46
8,175,107.13,11/02/2018 13:48:00,12/02/2018 16:23:29
13,264,381.47,11/02/2018 14:34:00,13/02/2018 16:01:20
3,70,284.52,11/02/2018 15:20:00,14/02/2018 07:27:53
14,101,122.02,11/02/2018 16:06:00,13/02/2018 01:12:57
4,234,279.17,11/02/2018 17:38:00,13/02/2018 14:03:06
3,81,430.3,11/02/2018 18:24:00,13/02/2018 08:03:51
5,206,88.79,12/02/2018 03:52:00,
2,162,68.32,12/02/2018 05:48:00,
13,234,404.93,12/02/2018 08:13:00,
11,364,363.39,12/02/2018 11:07:00,
3,191,258.46,12/02/2018 14:01:00,
11,222,264.31,12/02/2018 15:57:00,
6,332,321.85,12/02/2018 16:26:00,
9,325,367.43,12/02/2018 19:20:00,
9,171,136.29,12/02/2018 20:47:00,
13,340,276.43,12/02/2018 22:14:00,
7,231,47.3,13/02/2018 04:56:00,
6,150,319.53,13/02/2018 05:33:00,
10,229,300.95,13/02/2018 06:10:00,
4,63,111.94,13/02/2018 10:29:00,
8,262,296.35,13/02/2018 11:06:00,
6,96,378.33,13/02/2018 15:25:00,
9,183,409.63,13/02/2018 17:16:00,
6,103,347.83,13/02/2018 23:26:00,
5,89,280.02,14/02/2018 04:35:00,
1,78,165.84,14/02/2018 11:00:00,
2,109,38.53,14/02/2018 12:50:00,
14,246,430.17,14/02/2018 20:10:00,
12,201,34.91,11/02/2018 20:42:00,13/02/2018 18:57:39
3,362,270.97,11/02/2018 21:28:00,12/02/2018 21:45:53
14,30,91.91,11/02/2018 22:14:00,14/02/2018 11:20:53
13,124,322.98,11/02/2018 23:00:00,13/02/2018 00:54:10
6,375,52.83,11/02/2018 23:46:00,13/02/2018 20:05:44
4,146,442.87,12/02/2018 00:29:00,13/02/2018 05:04:32
8,241,307.62,12/02/2018 01:27:00,13/02/2018 20:58:58
2,73,411.27,12/02/2018 01:56:00,13/02/2018 02:13:19
11,64,270.14,12/02/2018 02:25:00,13/02/2018 16:38:08
7,308,242.47,12/02/2018 02:54:00,14/02/2018 00:57:50
14,244,49.77,12/02/2018 03:23:00,14/02/2018 21:06:48
6,224,245.6,12/02/2018 04:50:00,14/02/2018 14:40:39
3,315,31.62,12/02/2018 05:19:00,14/02/2018 13:55:12
2,284,371.19,12/02/2018 06:17:00,13/02/2018 23:40:04
1,223,241.53,12/02/2018 06:46:00,14/02/2018 10:33:30
3,205,344.11,12/02/2018 07:15:00,14/02/2018 00:19:41
8,210,351.12,12/02/2018 08:42:00,14/02/2018 02:27:29
4,1,297.66,12/02/2018 09:11:00,13/02/2018 23:30:09
4,183,318.65,12/02/2018 09:40:00,14/02/2018 16:37:57
1,71,405.91,12/02/2018 10:09:00,14/02/2018 03:58:32
3,101,224.87,12/02/2018 10:38:00,14/02/2018 17:38:15
6,293,414.76,12/02/2018 11:36:00,13/02/2018 17:27:30
7,157,27.13,12/02/2018 12:34:00,13/02/2018 12:54:18
6,129,201.77,12/02/2018 13:03:00,13/02/2018 14:24:44
4,268,163.6,12/02/2018 13:32:00,14/02/2018 07:21:22
11,316,108.04,12/02/2018 14:30:00,14/02/2018 00:35:31
5,272,296.04,12/02/2018 14:59:00,13/02/2018 19:16:44
6,245,91.49,12/02/2018 16:55:00,14/02/2018 04:40:07
5,95,446.93,12/02/2018 17:24:00,14/02/2018 04:58:31
11,23,52.02,12/02/2018 17:53:00,14/02/2018 06:00:31
10,386,31.39,12/02/2018 18:22:00,15/02/2018 08:30:06
11,390,153.8,12/02/2018 18:51:00,14/02/2018 16:40:28
4,241,221.73,12/02/2018 20:18:00,14/02/2018 04:43:11
9,267,395.05,12/02/2018 21:16:00,14/02/2018 23:36:00
1,109,201.06,12/02/2018 21:45:00,14/02/2018 15:22:04
8,214,66.23,12/02/2018 22:43:00,14/02/2018 00:31:39
10,328,189.04,12/02/2018 23:12:00,14/02/2018 17:17:20
10,33,254.6,12/02/2018 23:41:00,14/02/2018 06:44:42
2,361,156.9,13/02/2018 01:14:00,15/02/2018 09:35:10
5,130,431.32,13/02/2018 01:51:00,14/02/2018 05:16:56
12,334,256.44,13/02/2018 02:28:00,15/02/2018 00:05:41
4,177,36.43,13/02/2018 03:05:00,14/02/2018 14:57:24
13,41,316.42,13/02/2018 03:42:00,15/02/2018 06:49:39
14,170,421.06,13/02/2018 06:47:00,14/02/2018 12:17:11
2,342,386.92,13/02/2018 07:24:00,15/02/2018 13:43:18
3,327,364.65,13/02/2018 08:01:00,14/02/2018 11:09:10
12,280,253.07,13/02/2018 08:38:00,15/02/2018 13:33:23
1,224,332.62,13/02/2018 09:15:00,15/02/2018 14:32:26
5,286,186.94,13/02/2018 11:43:00,16/02/2018 04:49:16
8,149,369.41,13/02/2018 12:20:00,15/02/2018 01:20:04
12,213,381.09,13/02/2018 12:57:00,14/02/2018 20:26:41
3,199,379.59,13/02/2018 13:34:00,15/02/2018 03:00:34
13,364,359.32,13/02/2018 14:11:00,16/02/2018 07:15:32
2,391,387.08,13/02/2018 14:48:00,16/02/2018 03:18:40
9,174,441.4,13/02/2018 16:39:00,15/02/2018 02:13:20
6,86,88.98,13/02/2018 17:53:00,14/02/2018 20:07:39
7,243,56.69,13/02/2018 18:30:00,16/02/2018 06:19:44
7,374,209.24,13/02/2018 19:07:00,15/02/2018 06:54:20
7,384,70.46,13/02/2018 19:44:00,15/02/2018 14:22:17
11,398,314.95,13/02/2018 20:58:00,16/02/2018 08:38:45
13,161,145.53,13/02/2018 21:35:00,15/02/2018 01:31:28
7,293,39.61,13/02/2018 22:12:00,15/02/2018 21:18:20
12,166,171.01,13/02/2018 22:49:00,15/02/2018 16:03:23
2,75,317.36,14/02/2018 00:55:00,16/02/2018 17:54:52
11,122,162.01,14/02/2018 02:45:00,16/02/2018 17:21:40
5,81,435.47,14/02/2018 03:40:00,15/02/2018 13:16:01
